timestamp,round_num,node_id,parameter_norm,parameter_summary
1749397928.8369362,1,0,3.135653257369995,"{'norm': 3.135653257369995, 'mean': 0.004831733647733927, 'std': 0.18470695614814758}"
1749397928.8369846,1,1,3.1472814083099365,"{'norm': 3.1472814083099365, 'mean': 0.005079261958599091, 'std': 0.1853857785463333}"
1749397928.8370101,1,2,3.148820161819458,"{'norm': 3.148820161819458, 'mean': 0.0061141797341406345, 'std': 0.18544521927833557}"
1749397928.8370266,1,3,3.152585029602051,"{'norm': 3.152585029602051, 'mean': 0.006693154573440552, 'std': 0.18564723432064056}"
1749397928.8370407,1,4,3.147716522216797,"{'norm': 3.147716522216797, 'mean': 0.00600632606074214, 'std': 0.18538370728492737}"
1749397932.8749256,2,0,3.1406660079956055,"{'norm': 3.1406660079956055, 'mean': 0.006308895070105791, 'std': 0.18495795130729675}"
1749397932.8749685,2,1,3.1519103050231934,"{'norm': 3.1519103050231934, 'mean': 0.005705593153834343, 'std': 0.18564043939113617}"
1749397932.8749862,2,2,3.144137382507324,"{'norm': 3.144137382507324, 'mean': 0.006302765570580959, 'std': 0.18516284227371216}"
1749397932.8750021,2,3,3.1434357166290283,"{'norm': 3.1434357166290283, 'mean': 0.0065499586053192616, 'std': 0.1851128786802292}"
1749397932.8750167,2,4,3.1463167667388916,"{'norm': 3.1463167667388916, 'mean': 0.0070997485890984535, 'std': 0.1852625012397766}"
1749397937.0174725,3,0,3.1394755840301514,"{'norm': 3.1394755840301514, 'mean': 0.006865950301289558, 'std': 0.18486791849136353}"
1749397937.0175269,3,1,3.1391000747680664,"{'norm': 3.1391000747680664, 'mean': 0.006863946560770273, 'std': 0.18484584987163544}"
1749397937.0175493,3,2,3.1472320556640625,"{'norm': 3.1472320556640625, 'mean': 0.006225436460226774, 'std': 0.18534792959690094}"
1749397937.0175664,3,3,3.14231538772583,"{'norm': 3.14231538772583, 'mean': 0.006986364722251892, 'std': 0.18503084778785706}"
1749397937.0175803,3,4,3.159242868423462,"{'norm': 3.159242868423462, 'mean': 0.006724863313138485, 'std': 0.18603865802288055}"
